更新日期及時間（以本地時間表示）,完結日期及時間（以本地時間表示）,緯度（度）,經度（度）,臨近預測半小時累計雨量（毫米）
202608021500,202608021530,22.681,115.019,3.78
202608021500,202608021530,22.681,115.038,4.27
202608021500,202608021530,22.681,115.058,3.55
202608021500,202608021530,22.681,115.077,3.19
202608021500,202608021530,22.681,115.097,3.65
202608021500,202608021530,22.681,115.116,4.17
202608021500,202608021530,22.681,115.135,4.80
202608021500,202608021530,22.681,115.155,5.49
202608021500,202608021530,22.681,115.174,6.16
202608021500,202608021530,22.681,115.194,6.55
202608021500,202608021530,22.681,115.213,7.04
202608021500,202608021530,22.681,115.233,7.18
202608021500,202608021530,22.681,115.252,6.91
202608021500,202608021530,22.681,115.272,6.77
202608021500,202608021530,22.681,115.291,6.87
202608021500,202608021530,22.663,112.956,0.08
202608021500,202608021530,22.663,112.976,0.01
202608021500,202608021530,22.663,112.995,0.00
202608021500,202608021530,22.663,113.015,0.16
202608021500,202608021530,22.663,113.034,0.40
202608021500,202608021530,22.663,113.054,0.36
202608021500,202608021530,22.663,113.073,0.17
202608021500,202608021530,22.663,113.093,0.25
202608021500,202608021530,22.663,113.112,2.55
202608021500,202608021530,22.663,113.131,6.34
202608021500,202608021530,22.663,113.151,7.50
202608021500,202608021530,22.663,113.170,5.26
202608021500,202608021530,22.663,113.190,1.77
202608021500,202608021530,22.663,113.209,0.41
202608021500,202608021530,22.663,113.229,0.05
202608021500,202608021530,22.663,113.248,0.02
202608021500,202608021530,22.663,113.268,0.00
202608021500,202608021530,22.663,113.287,0.00
202608021500,202608021530,22.663,113.307,0.00
202608021500,202608021530,22.663,113.326,0.00
202608021500,202608021530,22.663,113.345,0.00
202608021500,202608021530,22.663,113.365,0.00
202608021500,202608021530,22.663,113.384,0.00
202608021500,202608021530,22.663,113.404,0.00
202608021500,202608021530,22.663,113.423,0.00
202608021500,202608021530,22.663,113.443,0.01
202608021500,202608021530,22.663,113.462,0.01
202608021500,202608021530,22.663,113.482,0.01
202608021500,202608021530,22.663,113.501,0.02
202608021500,202608021530,22.663,113.521,0.06
202608021500,202608021530,22.663,113.540,0.18
202608021500,202608021530,22.663,113.560,0.36
202608021500,202608021530,22.663,113.579,0.40
202608021500,202608021530,22.663,113.598,0.27
202608021500,202608021530,22.663,113.618,0.13
202608021500,202608021530,22.663,113.637,0.04
202608021500,202608021530,22.663,113.657,0.01
202608021500,202608021530,22.663,113.676,0.03
202608021500,202608021530,22.663,113.696,0.03
202608021500,202608021530,22.663,113.715,0.01
202608021500,202608021530,22.663,113.735,0.01
202608021500,202608021530,22.663,113.754,0.01
202608021500,202608021530,22.663,113.774,0.00
202608021500,202608021530,22.663,113.793,0.00
202608021500,202608021530,22.663,113.812,0.00
202608021500,202608021530,22.663,113.832,0.00
202608021500,202608021530,22.663,113.851,0.00
202608021500,202608021530,22.663,113.871,0.00
202608021500,202608021530,22.663,113.890,0.00
202608021500,202608021530,22.663,113.910,0.00
202608021500,202608021530,22.663,113.929,0.00
202608021500,202608021530,22.663,113.949,0.00
202608021500,202608021530,22.663,113.968,0.00
202608021500,202608021530,22.663,113.988,0.00
202608021500,202608021530,22.663,114.007,0.00
202608021500,202608021530,22.663,114.026,0.00
202608021500,202608021530,22.663,114.046,0.00
202608021500,202608021530,22.663,114.065,0.00
202608021500,202608021530,22.663,114.085,0.00
202608021500,202608021530,22.663,114.104,0.00
202608021500,202608021530,22.663,114.124,0.00
202608021500,202608021530,22.663,114.143,0.00
202608021500,202608021530,22.663,114.163,0.00
202608021500,202608021530,22.663,114.182,0.00
202608021500,202608021530,22.663,114.202,0.00
202608021500,202608021530,22.663,114.221,0.00
202608021500,202608021530,22.663,114.240,0.00
202608021500,202608021530,22.663,114.260,0.00
202608021500,202608021530,22.663,114.279,0.01
202608021500,202608021530,22.663,114.299,0.04
202608021500,202608021530,22.663,114.318,0.09
202608021500,202608021530,22.663,114.338,0.05
202608021500,202608021530,22.663,114.357,0.01
202608021500,202608021530,22.663,114.377,0.00
202608021500,202608021530,22.663,114.396,0.00
202608021500,202608021530,22.663,114.416,0.00
202608021500,202608021530,22.663,114.435,0.00
202608021500,202608021530,22.663,114.454,0.03
202608021500,202608021530,22.663,114.474,0.15
202608021500,202608021530,22.663,114.493,0.24
202608021500,202608021530,22.663,114.513,0.49
202608021500,202608021530,22.663,114.532,1.13
202608021500,202608021530,22.663,114.552,1.45
202608021500,202608021530,22.663,114.571,1.31
202608021500,202608021530,22.663,114.591,0.92
202608021500,202608021530,22.663,114.610,0.64
202608021500,202608021530,22.663,114.630,0.34
202608021500,202608021530,22.663,114.649,0.20
202608021500,202608021530,22.663,114.669,0.14
202608021500,202608021530,22.663,114.688,0.11
202608021500,202608021530,22.663,114.707,0.11
202608021500,202608021530,22.663,114.727,0.31
202608021500,202608021530,22.663,114.746,0.78
202608021500,202608021530,22.663,114.766,1.01
202608021500,202608021530,22.663,114.785,0.99
202608021500,202608021530,22.663,114.805,0.93
202608021500,202608021530,22.663,114.824,0.90
202608021500,202608021530,22.663,114.844,0.93
202608021500,202608021530,22.663,114.863,0.86
202608021500,202608021530,22.663,114.883,0.97
202608021500,202608021530,22.663,114.902,1.75
202608021500,202608021530,22.663,114.921,2.88
202608021500,202608021530,22.663,114.941,2.12
202608021500,202608021530,22.663,114.960,1.05
202608021500,202608021530,22.663,114.980,1.05
202608021500,202608021530,22.663,114.999,2.10
202608021500,202608021530,22.663,115.019,3.95
202608021500,202608021530,22.663,115.038,4.23
202608021500,202608021530,22.663,115.058,3.84
202608021500,202608021530,22.663,115.077,3.80
202608021500,202608021530,22.663,115.097,4.57
202608021500,202608021530,22.663,115.116,5.29
202608021500,202608021530,22.663,115.135,6.23
202608021500,202608021530,22.663,115.155,7.19
202608021500,202608021530,22.663,115.174,7.65
202608021500,202608021530,22.663,115.194,7.62
202608021500,202608021530,22.663,115.213,7.22
202608021500,202608021530,22.663,115.233,6.68
202608021500,202608021530,22.663,115.252,6.07
202608021500,202608021530,22.663,115.272,5.98
202608021500,202608021530,22.663,115.291,6.02
202608021500,202608021530,22.645,112.956,0.06
202608021500,202608021530,22.645,112.976,0.00
202608021500,202608021530,22.645,112.995,0.00
202608021500,202608021530,22.645,113.015,0.09
202608021500,202608021530,22.645,113.034,0.23
202608021500,202608021530,22.645,113.054,0.21
202608021500,202608021530,22.645,113.073,0.10
202608021500,202608021530,22.645,113.093,0.06
202608021500,202608021530,22.645,113.112,1.79
202608021500,202608021530,22.645,113.131,4.17
202608021500,202608021530,22.645,113.151,5.86
202608021500,202608021530,22.645,113.170,4.02
202608021500,202608021530,22.645,113.190,1.22
202608021500,202608021530,22.645,113.209,0.28
202608021500,202608021530,22.645,113.229,0.04
202608021500,202608021530,22.645,113.248,0.02
202608021500,202608021530,22.645,113.268,0.00
202608021500,202608021530,22.645,113.287,0.00
202608021500,202608021530,22.645,113.307,0.00
202608021500,202608021530,22.645,113.326,0.00
202608021500,202608021530,22.645,113.345,0.00
202608021500,202608021530,22.645,113.365,0.00
202608021500,202608021530,22.645,113.384,0.00
202608021500,202608021530,22.645,113.404,0.00
202608021500,202608021530,22.645,113.423,0.00
202608021500,202608021530,22.645,113.443,0.00
202608021500,202608021530,22.645,113.462,0.00
202608021500,202608021530,22.645,113.482,0.01
202608021500,202608021530,22.645,113.501,0.02
202608021500,202608021530,22.645,113.521,0.07
202608021500,202608021530,22.645,113.540,0.27
202608021500,202608021530,22.645,113.560,0.53
202608021500,202608021530,22.645,113.579,0.55
202608021500,202608021530,22.645,113.598,0.36
202608021500,202608021530,22.645,113.618,0.17
202608021500,202608021530,22.645,113.637,0.04
202608021500,202608021530,22.645,113.657,0.01
202608021500,202608021530,22.645,113.676,0.00
202608021500,202608021530,22.645,113.696,0.00
202608021500,202608021530,22.645,113.715,0.01
202608021500,202608021530,22.645,113.735,0.01
202608021500,202608021530,22.645,113.754,0.01
202608021500,202608021530,22.645,113.774,0.00
202608021500,202608021530,22.645,113.793,0.00
202608021500,202608021530,22.645,113.812,0.00
202608021500,202608021530,22.645,113.832,0.00
202608021500,202608021530,22.645,113.851,0.00
202608021500,202608021530,22.645,113.871,0.00
202608021500,202608021530,22.645,113.890,0.00
202608021500,202608021530,22.645,113.910,0.00
202608021500,202608021530,22.645,113.929,0.00
202608021500,202608021530,22.645,113.949,0.00
202608021500,202608021530,22.645,113.968,0.00
202608021500,202608021530,22.645,113.988,0.00
202608021500,202608021530,22.645,114.007,0.00
202608021500,202608021530,22.645,114.026,0.00
202608021500,202608021530,22.645,114.046,0.00
202608021500,202608021530,22.645,114.065,0.00
202608021500,202608021530,22.645,114.085,0.00
202608021500,202608021530,22.645,114.104,0.00
202608021500,202608021530,22.645,114.124,0.00
202608021500,202608021530,22.645,114.143,0.00
202608021500,202608021530,22.645,114.163,0.00
202608021500,202608021530,22.645,114.182,0.00
202608021500,202608021530,22.645,114.202,0.00
202608021500,202608021530,22.645,114.221,0.00
202608021500,202608021530,22.645,114.240,0.00
202608021500,202608021530,22.645,114.260,0.00
202608021500,202608021530,22.645,114.279,0.01
202608021500,202608021530,22.645,114.299,0.04
202608021500,202608021530,22.645,114.318,0.09
202608021500,202608021530,22.645,114.338,0.05
202608021500,202608021530,22.645,114.357,0.01
202608021500,202608021530,22.645,114.377,0.00
202608021500,202608021530,22.645,114.396,0.00
202608021500,202608021530,22.645,114.416,0.00
202608021500,202608021530,22.645,114.435,0.00
202608021500,202608021530,22.645,114.454,0.01
202608021500,202608021530,22.645,114.474,0.04
202608021500,202608021530,22.645,114.493,0.10
202608021500,202608021530,22.645,114.513,0.42
202608021500,202608021530,22.645,114.532,1.11
202608021500,202608021530,22.645,114.552,1.50
202608021500,202608021530,22.645,114.571,1.68
202608021500,202608021530,22.645,114.591,1.48
202608021500,202608021530,22.645,114.610,1.09
202608021500,202608021530,22.645,114.630,0.61
202608021500,202608021530,22.645,114.649,0.38
202608021500,202608021530,22.645,114.669,0.24
202608021500,202608021530,22.645,114.688,0.20
202608021500,202608021530,22.645,114.707,0.20
202608021500,202608021530,22.645,114.727,0.40
202608021500,202608021530,22.645,114.746,0.88
202608021500,202608021530,22.645,114.766,1.05
202608021500,202608021530,22.645,114.785,0.98
202608021500,202608021530,22.645,114.805,0.92
202608021500,202608021530,22.645,114.824,0.91
202608021500,202608021530,22.645,114.844,0.88
202608021500,202608021530,22.645,114.863,0.70
202608021500,202608021530,22.645,114.883,0.68
202608021500,202608021530,22.645,114.902,0.97
202608021500,202608021530,22.645,114.921,1.27
202608021500,202608021530,22.645,114.941,1.15
202608021500,202608021530,22.645,114.960,1.05
202608021500,202608021530,22.645,114.980,1.17
202608021500,202608021530,22.645,114.999,2.08
202608021500,202608021530,22.645,115.019,3.60
202608021500,202608021530,22.645,115.038,4.28
202608021500,202608021530,22.645,115.058,4.21
202608021500,202608021530,22.645,115.077,4.39
202608021500,202608021530,22.645,115.097,5.25
202608021500,202608021530,22.645,115.116,6.38
202608021500,202608021530,22.645,115.135,7.60
202608021500,202608021530,22.645,115.155,8.86
202608021500,202608021530,22.645,115.174,8.81
202608021500,202608021530,22.645,115.194,8.04
202608021500,202608021530,22.645,115.213,6.94
202608021500,202608021530,22.645,115.233,6.35
202608021500,202608021530,22.645,115.252,5.71
202608021500,202608021530,22.645,115.272,5.59
202608021500,202608021530,22.645,115.291,5.57
202608021500,202608021530,22.627,112.956,0.02
202608021500,202608021530,22.627,112.976,0.00
202608021500,202608021530,22.627,112.995,0.00
202608021500,202608021530,22.627,113.015,0.00
202608021500,202608021530,22.627,113.034,0.00
202608021500,202608021530,22.627,113.054,0.00
202608021500,202608021530,22.627,113.073,0.00
202608021500,202608021530,22.627,113.093,0.01
202608021500,202608021530,22.627,113.112,0.80
202608021500,202608021530,22.627,113.131,2.66
202608021500,202608021530,22.627,113.151,5.75
202608021500,202608021530,22.627,113.170,6.02
202608021500,202608021530,22.627,113.190,3.12
202608021500,202608021530,22.627,113.209,1.00
202608021500,202608021530,22.627,113.229,0.02
202608021500,202608021530,22.627,113.248,0.00
202608021500,202608021530,22.627,113.268,0.00
202608021500,202608021530,22.627,113.287,0.00
202608021500,202608021530,22.627,113.307,0.00
202608021500,202608021530,22.627,113.326,0.00
202608021500,202608021530,22.627,113.345,0.00
202608021500,202608021530,22.627,113.365,0.01
202608021500,202608021530,22.627,113.384,0.01
202608021500,202608021530,22.627,113.404,0.01
202608021500,202608021530,22.627,113.423,0.00
202608021500,202608021530,22.627,113.443,0.01
202608021500,202608021530,22.627,113.462,0.03
202608021500,202608021530,22.627,113.482,0.11
202608021500,202608021530,22.627,113.501,0.19
202608021500,202608021530,22.627,113.521,0.29
202608021500,202608021530,22.627,113.540,0.46
202608021500,202608021530,22.627,113.560,0.60
202608021500,202608021530,22.627,113.579,0.56
202608021500,202608021530,22.627,113.598,0.37
202608021500,202608021530,22.627,113.618,0.15
202608021500,202608021530,22.627,113.637,0.03
202608021500,202608021530,22.627,113.657,0.00
202608021500,202608021530,22.627,113.676,0.00
202608021500,202608021530,22.627,113.696,0.00
202608021500,202608021530,22.627,113.715,0.00
202608021500,202608021530,22.627,113.735,0.00
202608021500,202608021530,22.627,113.754,0.00
202608021500,202608021530,22.627,113.774,0.00
202608021500,202608021530,22.627,113.793,0.00
202608021500,202608021530,22.627,113.812,0.00
202608021500,202608021530,22.627,113.832,0.00
202608021500,202608021530,22.627,113.851,0.00
202608021500,202608021530,22.627,113.871,0.00
202608021500,202608021530,22.627,113.890,0.00
202608021500,202608021530,22.627,113.910,0.00
202608021500,202608021530,22.627,113.929,0.00
202608021500,202608021530,22.627,113.949,0.00
202608021500,202608021530,22.627,113.968,0.00
202608021500,202608021530,22.627,113.988,0.00
202608021500,202608021530,22.627,114.007,0.00
202608021500,202608021530,22.627,114.026,0.00
202608021500,202608021530,22.627,114.046,0.00
202608021500,202608021530,22.627,114.065,0.00
202608021500,202608021530,22.627,114.085,0.00
202608021500,202608021530,22.627,114.104,0.00
202608021500,202608021530,22.627,114.124,0.00
202608021500,202608021530,22.627,114.143,0.00
202608021500,202608021530,22.627,114.163,0.00
202608021500,202608021530,22.627,114.182,0.00
202608021500,202608021530,22.627,114.202,0.00
202608021500,202608021530,22.627,114.221,0.00
202608021500,202608021530,22.627,114.240,0.00
202608021500,202608021530,22.627,114.260,0.00
202608021500,202608021530,22.627,114.279,0.01
202608021500,202608021530,22.627,114.299,0.04
202608021500,202608021530,22.627,114.318,0.10
202608021500,202608021530,22.627,114.338,0.08
202608021500,202608021530,22.627,114.357,0.02
202608021500,202608021530,22.627,114.377,0.01
202608021500,202608021530,22.627,114.396,0.00
202608021500,202608021530,22.627,114.416,0.00
202608021500,202608021530,22.627,114.435,0.00
202608021500,202608021530,22.627,114.454,0.00
202608021500,202608021530,22.627,114.474,0.00
202608021500,202608021530,22.627,114.493,0.02
202608021500,202608021530,22.627,114.513,0.27
202608021500,202608021530,22.627,114.532,0.91
202608021500,202608021530,22.627,114.552,1.41
202608021500,202608021530,22.627,114.571,1.99
202608021500,202608021530,22.627,114.591,2.04
202608021500,202608021530,22.627,114.610,1.56
202608021500,202608021530,22.627,114.630,0.94
202608021500,202608021530,22.627,114.649,0.57
202608021500,202608021530,22.627,114.669,0.38
202608021500,202608021530,22.627,114.688,0.35
202608021500,202608021530,22.627,114.707,0.35
202608021500,202608021530,22.627,114.727,0.50
202608021500,202608021530,22.627,114.746,0.70
202608021500,202608021530,22.627,114.766,0.77
202608021500,202608021530,22.627,114.785,0.70
202608021500,202608021530,22.627,114.805,0.64
202608021500,202608021530,22.627,114.824,0.67
202608021500,202608021530,22.627,114.844,0.60
202608021500,202608021530,22.627,114.863,0.48
202608021500,202608021530,22.627,114.883,0.54
202608021500,202608021530,22.627,114.902,0.71
202608021500,202608021530,22.627,114.921,0.97
202608021500,202608021530,22.627,114.941,1.08
202608021500,202608021530,22.627,114.960,1.12
202608021500,202608021530,22.627,114.980,1.44
202608021500,202608021530,22.627,114.999,2.51
202608021500,202608021530,22.627,115.019,3.93
202608021500,202608021530,22.627,115.038,4.68
202608021500,202608021530,22.627,115.058,4.81
202608021500,202608021530,22.627,115.077,5.27
202608021500,202608021530,22.627,115.097,5.81
202608021500,202608021530,22.627,115.116,7.34
202608021500,202608021530,22.627,115.135,8.97
202608021500,202608021530,22.627,115.155,9.68
202608021500,202608021530,22.627,115.174,8.75
202608021500,202608021530,22.627,115.194,7.29
202608021500,202608021530,22.627,115.213,6.83
202608021500,202608021530,22.627,115.233,6.60
202608021500,202608021530,22.627,115.252,6.15
202608021500,202608021530,22.627,115.272,6.36
202608021500,202608021530,22.627,115.291,6.43
202608021500,202608021530,22.609,112.956,0.00
202608021500,202608021530,22.609,112.976,0.00
202608021500,202608021530,22.609,112.995,0.00
202608021500,202608021530,22.609,113.015,0.00
202608021500,202608021530,22.609,113.034,0.00
202608021500,202608021530,22.609,113.054,0.00
202608021500,202608021530,22.609,113.073,0.00
202608021500,202608021530,22.609,113.093,0.01
202608021500,202608021530,22.609,113.112,0.91
202608021500,202608021530,22.609,113.131,3.66
202608021500,202608021530,22.609,113.151,9.30
202608021500,202608021530,22.609,113.170,10.79
202608021500,202608021530,22.609,113.190,6.11
202608021500,202608021530,22.609,113.209,2.11
202608021500,202608021530,22.609,113.229,0.05
202608021500,202608021530,22.609,113.248,0.00
202608021500,202608021530,22.609,113.268,0.00
202608021500,202608021530,22.609,113.287,0.00
202608021500,202608021530,22.609,113.307,0.00
202608021500,202608021530,22.609,113.326,0.02
202608021500,202608021530,22.609,113.345,0.04
202608021500,202608021530,22.609,113.365,0.04
202608021500,202608021530,22.609,113.384,0.03
202608021500,202608021530,22.609,113.404,0.02
202608021500,202608021530,22.609,113.423,0.01
202608021500,202608021530,22.609,113.443,0.05
202608021500,202608021530,22.609,113.462,0.23
202608021500,202608021530,22.609,113.482,0.53
202608021500,202608021530,22.609,113.501,0.65
202608021500,202608021530,22.609,113.521,0.54
202608021500,202608021530,22.609,113.540,0.47
202608021500,202608021530,22.609,113.560,0.48
202608021500,202608021530,22.609,113.579,0.41
202608021500,202608021530,22.609,113.598,0.22
202608021500,202608021530,22.609,113.618,0.07
202608021500,202608021530,22.609,113.637,0.01
202608021500,202608021530,22.609,113.657,0.00
202608021500,202608021530,22.609,113.676,0.00
202608021500,202608021530,22.609,113.696,0.00
202608021500,202608021530,22.609,113.715,0.00
202608021500,202608021530,22.609,113.735,0.00
202608021500,202608021530,22.609,113.754,0.00
202608021500,202608021530,22.609,113.774,0.00
202608021500,202608021530,22.609,113.793,0.00
202608021500,202608021530,22.609,113.812,0.00
202608021500,202608021530,22.609,113.832,0.00
202608021500,202608021530,22.609,113.851,0.00
202608021500,202608021530,22.609,113.871,0.00
202608021500,202608021530,22.609,113.890,0.00
202608021500,202608021530,22.609,113.910,0.00
202608021500,202608021530,22.609,113.929,0.00
202608021500,202608021530,22.609,113.949,0.00
202608021500,202608021530,22.609,113.968,0.00
202608021500,202608021530,22.609,113.988,0.00
202608021500,202608021530,22.609,114.007,0.00
202608021500,202608021530,22.609,114.026,0.00
202608021500,202608021530,22.609,114.046,0.00
202608021500,202608021530,22.609,114.065,0.00
202608021500,202608021530,22.609,114.085,0.00
202608021500,202608021530,22.609,114.104,0.00
202608021500,202608021530,22.609,114.124,0.00
202608021500,202608021530,22.609,114.143,0.00
202608021500,202608021530,22.609,114.163,0.00
202608021500,202608021530,22.609,114.182,0.00
202608021500,202608021530,22.609,114.202,0.00
202608021500,202608021530,22.609,114.221,0.00
202608021500,202608021530,22.609,114.240,0.00
202608021500,202608021530,22.609,114.260,0.00
202608021500,202608021530,22.609,114.279,0.03
202608021500,202608021530,22.609,114.299,0.08
202608021500,202608021530,22.609,114.318,0.13
202608021500,202608021530,22.609,114.338,0.11
202608021500,202608021530,22.609,114.357,0.04
202608021500,202608021530,22.609,114.377,0.01
202608021500,202608021530,22.609,114.396,0.00
202608021500,202608021530,22.609,114.416,0.00
202608021500,202608021530,22.609,114.435,0.00
202608021500,202608021530,22.609,114.454,0.00
202608021500,202608021530,22.609,114.474,0.00
202608021500,202608021530,22.609,114.493,0.00
202608021500,202608021530,22.609,114.513,0.07
202608021500,202608021530,22.609,114.532,0.55
202608021500,202608021530,22.609,114.552,1.11
202608021500,202608021530,22.609,114.571,1.83
202608021500,202608021530,22.609,114.591,1.92
202608021500,202608021530,22.609,114.610,1.55
202608021500,202608021530,22.609,114.630,1.00
202608021500,202608021530,22.609,114.649,0.61
202608021500,202608021530,22.609,114.669,0.50
202608021500,202608021530,22.609,114.688,0.48
202608021500,202608021530,22.609,114.707,0.47
202608021500,202608021530,22.609,114.727,0.54
202608021500,202608021530,22.609,114.746,0.55
202608021500,202608021530,22.609,114.766,0.50
202608021500,202608021530,22.609,114.785,0.38
202608021500,202608021530,22.609,114.805,0.35
202608021500,202608021530,22.609,114.824,0.43
202608021500,202608021530,22.609,114.844,0.45
202608021500,202608021530,22.609,114.863,0.43
202608021500,202608021530,22.609,114.883,0.52
202608021500,202608021530,22.609,114.902,0.75
202608021500,202608021530,22.609,114.921,1.00
202608021500,202608021530,22.609,114.941,0.97
202608021500,202608021530,22.609,114.960,1.13
202608021500,202608021530,22.609,114.980,1.67
202608021500,202608021530,22.609,114.999,3.06
202608021500,202608021530,22.609,115.019,4.58
202608021500,202608021530,22.609,115.038,5.38
202608021500,202608021530,22.609,115.058,5.51
202608021500,202608021530,22.609,115.077,5.55
202608021500,202608021530,22.609,115.097,6.03
202608021500,202608021530,22.609,115.116,8.02
202608021500,202608021530,22.609,115.135,9.15
202608021500,202608021530,22.609,115.155,8.59
202608021500,202608021530,22.609,115.174,7.26
202608021500,202608021530,22.609,115.194,6.84
202608021500,202608021530,22.609,115.213,7.07
202608021500,202608021530,22.609,115.233,7.04
202608021500,202608021530,22.609,115.252,7.40
202608021500,202608021530,22.609,115.272,8.10
202608021500,202608021530,22.609,115.291,7.66
202608021500,202608021530,22.591,112.956,0.00
202608021500,202608021530,22.591,112.976,0.00
202608021500,202608021530,22.591,112.995,0.00
202608021500,202608021530,22.591,113.015,0.00
202608021500,202608021530,22.591,113.034,0.00
202608021500,202608021530,22.591,113.054,0.00
202608021500,202608021530,22.591,113.073,0.00
202608021500,202608021530,22.591,113.093,0.01
202608021500,202608021530,22.591,113.112,0.70
202608021500,202608021530,22.591,113.131,3.80
202608021500,202608021530,22.591,113.151,11.05
202608021500,202608021530,22.591,113.170,13.47
202608021500,202608021530,22.591,113.190,7.88
202608021500,202608021530,22.591,113.209,2.71
202608021500,202608021530,22.591,113.229,0.04
202608021500,202608021530,22.591,113.248,0.00
202608021500,202608021530,22.591,113.268,0.00
202608021500,202608021530,22.591,113.287,0.00
202608021500,202608021530,22.591,113.307,0.01
202608021500,202608021530,22.591,113.326,0.03
202608021500,202608021530,22.591,113.345,0.10
202608021500,202608021530,22.591,113.365,0.19
202608021500,202608021530,22.591,113.384,0.19
202608021500,202608021530,22.591,113.404,0.08
202608021500,202608021530,22.591,113.423,0.01
202608021500,202608021530,22.591,113.443,0.10
202608021500,202608021530,22.591,113.462,0.59
202608021500,202608021530,22.591,113.482,1.21
202608021500,202608021530,22.591,113.501,1.24
202608021500,202608021530,22.591,113.521,0.72
202608021500,202608021530,22.591,113.540,0.45
202608021500,202608021530,22.591,113.560,0.48
202608021500,202608021530,22.591,113.579,0.36
202608021500,202608021530,22.591,113.598,0.14
202608021500,202608021530,22.591,113.618,0.04
202608021500,202608021530,22.591,113.637,0.01
202608021500,202608021530,22.591,113.657,0.00
202608021500,202608021530,22.591,113.676,0.00
202608021500,202608021530,22.591,113.696,0.00
202608021500,202608021530,22.591,113.715,0.00
202608021500,202608021530,22.591,113.735,0.00
202608021500,202608021530,22.591,113.754,0.00
202608021500,202608021530,22.591,113.774,0.00
202608021500,202608021530,22.591,113.793,0.00
202608021500,202608021530,22.591,113.812,0.00
202608021500,202608021530,22.591,113.832,0.00
202608021500,202608021530,22.591,113.851,0.00
202608021500,202608021530,22.591,113.871,0.00
202608021500,202608021530,22.591,113.890,0.00
202608021500,202608021530,22.591,113.910,0.00
202608021500,202608021530,22.591,113.929,0.00
202608021500,202608021530,22.591,113.949,0.00
202608021500,202608021530,22.591,113.968,0.00
202608021500,202608021530,22.591,113.988,0.00
202608021500,202608021530,22.591,114.007,0.00
202608021500,202608021530,22.591,114.026,0.00
202608021500,202608021530,22.591,114.046,0.00
202608021500,202608021530,22.591,114.065,0.00
202608021500,202608021530,22.591,114.085,0.00
202608021500,202608021530,22.591,114.104,0.00
202608021500,202608021530,22.591,114.124,0.00
202608021500,202608021530,22.591,114.143,0.00
202608021500,202608021530,22.591,114.163,0.00
202608021500,202608021530,22.591,114.182,0.00
202608021500,202608021530,22.591,114.202,0.00
202608021500,202608021530,22.591,114.221,0.00
202608021500,202608021530,22.591,114.240,0.00
202608021500,202608021530,22.591,114.260,0.00
202608021500,202608021530,22.591,114.279,0.02
202608021500,202608021530,22.591,114.299,0.07
202608021500,202608021530,22.591,114.318,0.13
202608021500,202608021530,22.591,114.338,0.10
202608021500,202608021530,22.591,114.357,0.03
202608021500,202608021530,22.591,114.377,0.00
202608021500,202608021530,22.591,114.396,0.00
202608021500,202608021530,22.591,114.416,0.00
202608021500,202608021530,22.591,114.435,0.00
202608021500,202608021530,22.591,114.454,0.00
202608021500,202608021530,22.591,114.474,0.00
202608021500,202608021530,22.591,114.493,0.00
202608021500,202608021530,22.591,114.513,0.03
202608021500,202608021530,22.591,114.532,0.27
202608021500,202608021530,22.591,114.552,0.69
202608021500,202608021530,22.591,114.571,1.21
202608021500,202608021530,22.591,114.591,1.23
202608021500,202608021530,22.591,114.610,1.03
202608021500,202608021530,22.591,114.630,0.71
202608021500,202608021530,22.591,114.649,0.51
202608021500,202608021530,22.591,114.669,0.49
202608021500,202608021530,22.591,114.688,0.47
202608021500,202608021530,22.591,114.707,0.52
202608021500,202608021530,22.591,114.727,0.62
202608021500,202608021530,22.591,114.746,0.55
202608021500,202608021530,22.591,114.766,0.40
202608021500,202608021530,22.591,114.785,0.26
202608021500,202608021530,22.591,114.805,0.26
202608021500,202608021530,22.591,114.824,0.38
202608021500,202608021530,22.591,114.844,0.41
202608021500,202608021530,22.591,114.863,0.39
202608021500,202608021530,22.591,114.883,0.47
202608021500,202608021530,22.591,114.902,0.64
202608021500,202608021530,22.591,114.921,0.74
202608021500,202608021530,22.591,114.941,0.85
202608021500,202608021530,22.591,114.960,1.19
202608021500,202608021530,22.591,114.980,1.79
202608021500,202608021530,22.591,114.999,3.20
202608021500,202608021530,22.591,115.019,4.79
202608021500,202608021530,22.591,115.038,5.43
202608021500,202608021530,22.591,115.058,5.15
202608021500,202608021530,22.591,115.077,4.60
202608021500,202608021530,22.591,115.097,5.52
202608021500,202608021530,22.591,115.116,7.52
202608021500,202608021530,22.591,115.135,7.98
202608021500,202608021530,22.591,115.155,7.28
202608021500,202608021530,22.591,115.174,6.81
202608021500,202608021530,22.591,115.194,7.21
202608021500,202608021530,22.591,115.213,7.58
202608021500,202608021530,22.591,115.233,7.70
202608021500,202608021530,22.591,115.252,8.73
202608021500,202608021530,22.591,115.272,8.98
202608021500,202608021530,22.591,115.291,7.51
202608021500,202608021530,22.573,112.956,0.00
202608021500,202608021530,22.573,112.976,0.00
202608021500,202608021530,22.573,112.995,0.00
202608021500,202608021530,22.573,113.015,0.00
202608021500,202608021530,22.573,113.034,0.00
202608021500,202608021530,22.573,113.054,0.00
202608021500,202608021530,22.573,113.073,0.00
202608021500,202608021530,22.573,113.093,0.06
202608021500,202608021530,22.573,113.112,1.24
202608021500,202608021530,22.573,113.131,4.62
202608021500,202608021530,22.573,113.151,10.28
202608021500,202608021530,22.573,113.170,10.55
202608021500,202608021530,22.573,113.190,5.21
